Volcano Number,Volcano Name,Primary Volcano Type,Last Eruption Year,Country,Latitude,Longitude,Elevation,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km,Region,Subregion,Tectonic Settings,Evidence Category,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5
355050,Olca-Paruma,Stratovolcano(es),Unknown,Chile-Bolivia,-20.939,-68.413,5705,20,225,2318,16180,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
222090,Olkaria,Pyroclastic cone(s),1770,Kenya,-0.904,36.292,2434,59747,59747,208003,8437829,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Eruption Dated,Rhyolite,Trachyte / Trachydacite,Basalt / Picro-Basalt, , ,Trachybasalt / Tephrite Basanite, , , , 
300052,Olkoviy Volcanic Group,Volcanic field,Unknown,Russia,52.02,157.53,681,34,34,46,3780,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , 
210030,Olot Volcanic Field,Volcanic field,Unknown,Spain,42.17,2.53,893,33377,33377,101153,5238117,Mediterranean and Western Asia,Western Europe,Intraplate / Continental crust (>25 km),Evidence Credible,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , , , 
283142,Omanago Group,Lava dome(s),-3050,Japan,36.8067,139.4756,2341,698,16316,113236,10276159,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite, , , , , , , , 
283040,Ontakesan,Complex,2014,Japan,35.893,137.48,3067,176,2098,86634,8307889,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite, , , , , , 
300080,Opala,Caldera,1776,Russia,52.543,157.339,2439,22,22,50,58949,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite,Rhyolite, , , 
374010,Oraefajokull,Stratovolcano,1728,Iceland,64,-16.65,2010,0,2,367,2723,Iceland and Arctic Ocean,Iceland (southeastern),Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Rhyolite, , , ,Trachyte / Trachydacite, , , , 
341100,"Orizaba, Pico de",Stratovolcano,1846,Mexico,19.03,-97.27,5564,413,4469,759747,5962920,México and Central America,Mexico,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , 
345010,Orosi,Stratovolcano(es),Unknown,Costa Rica,10.98,-85.473,1659,43,1024,31463,588207,México and Central America,Costa Rica,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
285010,Oshima-Oshima,Stratovolcano,1790,Japan,41.51,139.367,732,6,6,6,88023,"Japan, Taiwan, Marianas",Hokkaido,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
283290,Osorezan,Stratovolcano,1787,Japan,41.279,141.12,878,11577,42590,80028,1714622,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
358010,Osorno,Stratovolcano,1869,Chile,-41.105,-72.496,2659,88,674,11964,655492,South America,Southern Chile and Argentina,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , 
300680,Ostry,Stratovolcano,-2050,Russia,58.18,160.82,2552,0,0,8,2547,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
342110,Pacaya,Complex,2021,Guatemala,14.382,-90.601,2569,4250,53579,2454482,7033094,México and Central America,Guatemala,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Dacite,Rhyolite,Andesite / Basaltic Andesite, ,Trachyandesite / Basaltic Trachyandesite, , , , 
284170,Pagan,Stratovolcano(es),2021,United States,18.13,145.8,570,0,0,0,0,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
222053,Paka,Shield,-7550,Kenya,0.92,36.18,1697,468,4354,62835,1256175,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Eruption Dated,Trachyte / Trachydacite,Basalt / Picro-Basalt, , , ,Trachyandesite / Basaltic Trachyandesite, , , , 
358080,Pali-Aike Volcanic Field,Volcanic field,-5550,Chile-Argentina,-52.082,-69.698,282,288,288,651,95765,South America,Southern Chile and Argentina,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , 
211031,Palinuro,Compound,-8040,Italy,39.48,14.83,-70,0,0,0,225314,Mediterranean and Western Asia,Italy,Subduction zone / Continental crust (>25 km),Eruption Dated,Phonolite,Trachyte / Trachydacite,Phono-tephrite /  Tephri-phonolite, , , , , , , 
357022,Palomo,Stratovolcano,Unknown,Chile,-34.608,-70.295,4860,162,325,4732,965894,South America,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
264150,Paluweh,Stratovolcano,2013,Indonesia,-8.32,121.708,875,446,446,5284,548803,Indonesia,Lesser Sunda Islands,Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
211041,Panarea,Stratovolcano,Unknown,Italy,38.638,15.064,399,2127,2127,42429,1319585,Mediterranean and Western Asia,Italy,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , 
211071,Pantelleria,Shield,1891,Italy,36.77,12.02,836,6561,10985,12403,142817,Mediterranean and Western Asia,Italy,Rift zone / Continental crust (>25 km),Eruption Observed,Rhyolite,Trachyte / Trachydacite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, ,Trachyandesite / Basaltic Trachyandesite, , , , 
263100,Papandayan,Stratovolcano(es),2002,Indonesia,-7.32,107.73,2665,6835,163468,1637971,19312972,Indonesia,Java,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
355012,Parinacota,Stratovolcano,290,Chile-Bolivia,-18.166,-69.142,6336,18,123,3442,63717,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Rhyolite, , , , , , 
261231,Patah,Stratovolcano?,Unknown,Indonesia,-4.257,103.306,2836,47,214,64024,1302916,Indonesia,Sumatra,Subduction zone / Continental crust (>25 km),Unrest / Holocene,No Data (checked), , , , , , , , , 
273087,Patoc,Stratovolcano,Unknown,Philippines,17.147,120.98,1865,3621,24203,89470,5187827,Philippines and SE Asia,Luzon,Subduction zone / Continental crust (>25 km),Unrest / Holocene,Andesite / Basaltic Andesite, , , , , , , , , 
263070,Patuha,Stratovolcano,Unknown,Indonesia,-7.162,107.4,2422,12576,76063,1516827,23632738,Indonesia,Java,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , 
390041,Paulet,Pyroclastic cone,Unknown,Antarctica,-63.579,-55.78,353,0,0,0,0,Antarctica,Antarctica and South Sandwich Islands,Intraplate / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , 
312030,Pavlof,Stratovolcano,2022,United States,55.417,-161.894,2493,0,0,0,3002,Alaska,Alaska Peninsula,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
312040,Pavlof Sister,Stratovolcano,Unknown,United States,55.457,-161.854,2142,0,0,0,1860,Alaska,Alaska Peninsula,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , 
357066,Payun Matru,Volcanic field,-5050,Argentina,-36.422,-69.241,3715,0,0,151,13636,South America,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),Eruption Dated,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite, , , , , 
355200,Peinado,Stratovolcano,Unknown,Argentina,-26.623,-68.116,5741,0,0,47,8585,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , 
360120,Pelee,Stratovolcano,1932,France,14.809,-61.166,1372,251,5025,382633,609576,West Indies,West Indies,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , 
263291,Penanggungan,Stratovolcano,Unknown,Indonesia,-7.616,112.62,1631,19435,416275,4605710,25773159,Indonesia,Java,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , , , , , , 
390031,Penguin Island,Stratovolcano,1905,Antarctica,-62.1,-57.93,180,0,0,0,0,Antarctica,Antarctica and South Sandwich Islands,Intraplate / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , 
263040,Perbakti-Gagak,Stratovolcano(es),1939,Indonesia,-6.75,106.675,1726,1490,28784,2333456,36630568,Indonesia,Java,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Rhyolite,Dacite, , , , , , , 
261030,Peuet Sague,Complex,2000,Indonesia,4.903,96.289,2785,53,144,16227,1862448,Indonesia,Sumatra,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
382020,Pico,Stratovolcano,1720,Portugal,38.47,-28.4,2351,304,5944,31521,56736,Atlantic Ocean,Azores,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,Trachyandesite / Basaltic Trachyandesite, , , , 
381040,Pico Fracture Zone,Fissure vent,1865,Undersea Features,38.75,-38.08,-4200,0,0,0,0,Atlantic Ocean,Atlantic Ocean (northern),Intraplate / Oceanic crust (< 15 km),Eruption Observed,No Data (checked), , , , , , , , , 
382081,Picos Fissural Volcanic System,Fissure vent,1652,Portugal,37.78,-25.67,350,115732,115732,123990,139730,Atlantic Ocean,Azores,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachybasalt / Tephrite Basanite, , , , ,Trachyte / Trachydacite, , , , 
300271,Piip,Stratovolcano,-5050,Russia,55.42,167.33,-300,0,0,0,574,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Intermediate crust (15-25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite, , , , , , , , 
341001,Pinacate,Volcanic field,Unknown,Mexico,31.85,-113.5,1183,92,92,408,62753,México and Central America,Mexico,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, ,Andesite / Basaltic Andesite, , , , 
273083,Pinatubo,Stratovolcano,1993,Philippines,15.13,120.35,1486,725,3808,1148684,21875048,Philippines and SE Asia,Luzon,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite / Basaltic Andesite, , , ,Basalt / Picro-Basalt, , , , 
353070,Pinta,Shield,1928,Ecuador,0.58,-90.75,780,427,427,427,1626,South America,Galapagos Islands,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , 
357040,Planchon-Peteroa,Stratovolcano(es),2019,Chile,-35.223,-70.568,3977,6,48,1345,634959,South America,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , 
360110,"Plat Pays, Morne",Stratovolcano,1270,Dominica,15.255,-61.341,940,11227,38372,57856,557207,West Indies,West Indies,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite, , , , , , , , 
345034,Platanar,Stratovolcano(es),Unknown,Costa Rica,10.3,-84.366,2267,620,40382,339271,3381523,México and Central America,Costa Rica,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite, ,Trachyandesite / Basaltic Trachyandesite, , , , 
390013,"Pleiades, The",Stratovolcano,-1050,Antarctica,-72.67,165.5,3040,0,0,0,0,Antarctica,Antarctica and South Sandwich Islands,Intraplate / Continental crust (>25 km),Eruption Dated,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite,Phono-tephrite /  Tephri-phonolite, , ,Trachybasalt / Tephrite Basanite,Phonolite, , , 
345040,Poas,Stratovolcano,2024,Costa Rica,10.2,-84.233,2697,1947,11107,950796,3411023,México and Central America,Costa Rica,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , 
273020,Pocdol Mountains,Compound,Unknown,Philippines,13.05,123.958,1102,2281,116612,808931,3440360,Philippines and SE Asia,Luzon,Subduction zone / Continental crust (>25 km),Unrest / Holocene,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , 
275080,Popa,Stratovolcano,-6050,Burma (Myanmar),20.92,95.25,1518,1108,22922,452931,5923206,Philippines and SE Asia,Southeast Asia,Intraplate / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite, , , , , , 
341090,Popocatepetl,Stratovolcano(es),2024,Mexico,19.023,-98.622,5393,325,2584,634054,26509510,México and Central America,Mexico,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , ,Trachyandesite / Basaltic Trachyandesite, , , , 
214090,Porak,Volcanic field,-778,Armenia-Azerbaijan,40.028,45.74,3029,194,955,62882,1713373,Mediterranean and Western Asia,Western Asia,Intraplate / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , , , , , , 
234040,"Possession, Ile de la",Stratovolcano,Unknown,France,-46.42,51.75,934,0,0,0,0,Middle East and Indian Ocean,Indian Ocean (southern),Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt,Phonolite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , , 
371070,Prestahnukur,Fissure vent(s),-3350,Iceland,64.583,-20.666,1385,60,60,233,183485,Iceland and Arctic Ocean,Iceland (southwestern),Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt,Rhyolite, , , , , , , , 
290190,Prevo Peak,Stratovolcano,1825,Russia,47.0139,152.1167,1360,0,6,92,146,Kuril Islands,Kuril Islands,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
341000,"Prieto, Cerro",Lava dome,Unknown,Mexico,32.418,-115.305,223,4506,15945,571710,1308761,México and Central America,Mexico,Rift zone / Continental crust (>25 km),Evidence Uncertain,Dacite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Rhyolite, , , , , , 
234060,Prince Edward Island,Shield,Unknown,South Africa,-46.63,37.95,672,0,0,0,0,Middle East and Indian Ocean,Indian Ocean (southern),Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,Trachyte / Trachydacite, , , , 
390140,Protector Seamounts,Volcanic field,1962,United Kingdom,-55.912,-28.167,-55,0,0,0,0,Antarctica,Antarctica and South Sandwich Islands,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Rhyolite, , , , , , , , , 
355107,Pular,Stratovolcano(es),Unknown,Chile,-24.188,-68.054,6233,0,0,50,5000,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
263010,Pulosari,Stratovolcano,Unknown,Indonesia,-6.343,105.978,1324,5739,42356,739785,20059788,Indonesia,Java,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
352011,Pululahua,Caldera,290,Ecuador,0.0464,-78.49,3360,534403,534403,1192411,3330856,South America,Ecuador,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite, , , , , , , , , 
357160,Puntiagudo-Cordon Cenizos,Stratovolcano,1850,Chile,-40.969,-72.264,2493,30,284,5666,698814,South America,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
351060,Purace,Stratovolcano(es),2023,Colombia,2.32,-76.4,4650,1465,7152,335698,1751540,South America,Colombia,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
355094,Purico Complex,Shield(pyroclastic),Unknown,Chile,-23,-67.75,5703,0,11,1024,10741,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),Evidence Credible,Dacite,Andesite / Basaltic Andesite,Rhyolite, , , , , , , 
355090,Putana,Stratovolcano,1810,Chile,-22.557,-67.853,5884,24,80,1609,12788,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite / Basaltic Andesite, , , , , , , , 
357150,Puyehue-Cordon Caulle,Stratovolcano,2012,Chile,-40.59,-72.117,2236,129,783,7163,515357,South America,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt,Rhyolite, , , , , , 
358053,Puyuhuapi,Pyroclastic cone(s),Unknown,Chile,-44.3,-72.53,524,759,819,1063,17135,South America,Southern Chile and Argentina,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , ,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , 
