Volcano Number,Volcano Name,Primary Volcano Type,Last Eruption Year,Country,Latitude,Longitude,Elevation,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km,Region,Subregion,Tectonic Settings,Evidence Category,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5
222060,Menengai,Shield,-6050,Kenya,-0.2,36.07,2278,2192,204608,886293,4259089,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Eruption Dated,Trachyte / Trachydacite,Rhyolite,Basalt / Picro-Basalt, , , , , , , 
358054,Mentolat,Stratovolcano,1710,Chile,-44.7,-73.08,1660,0,8,183,23675,South America,Southern Chile and Argentina,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
263250,Merapi,Stratovolcano,2024,Indonesia,-7.54,110.446,2910,49205,185849,4348473,24728414,Indonesia,Java,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , ,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , 
263240,Merbabu,Stratovolcano,1797,Indonesia,-7.454,110.44,3118,19996,249747,3019783,25096234,Indonesia,Java,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite, , , , , , , 
222160,Meru,Stratovolcano,1910,Tanzania,-3.244,36.75,4550,0,2506,828942,2375631,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Eruption Observed,Phonolite,Foidite,Phono-tephrite /  Tephri-phonolite,Trachyte / Trachydacite,Basalt / Picro-Basalt, , , , , 
212020,Methana,Lava dome(s),-258,Greece,37.6186,23.3331,380,152,1683,48917,4220783,Mediterranean and Western Asia,Greece,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
358064,Meullin,Volcanic field,Unknown,Chile,-45.22,-73.05,1080,0,0,0,0,South America,Southern Chile and Argentina,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , 
358040,Michinmahuida,Stratovolcano,1835,Chile,-42.799,-72.445,2452,0,9,7989,64498,South America,Southern Chile and Argentina,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Rhyolite, , , , , , , 
341060,Michoacan-Guanajuato,Volcanic field,1952,Mexico,19.85,-101.75,3860,5783287,5783287,5783287,5783287,México and Central America,Mexico,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Dacite, , 
283080,Midagahara,Stratovolcano,1839,Japan,36.571,137.59,2621,401,521,143935,4455560,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
284041,Mikurajima,Stratovolcano,-4100,Japan,33.874,139.602,851,293,293,4551,25466,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
320120,Milbanke Sound Group,Pyroclastic cone(s),Unknown,Canada,52.498,-128.723,233,574,574,574,2792,Canada and Western USA,Canada,Intraplate / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , 
290161,Milna,Stratovolcano,1914,Russia,46.815,151.786,1504,43,47,49,188,Kuril Islands,Kuril Islands,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
212030,Milos,Stratovolcano(es),140,Greece,36.699,24.439,751,6688,7389,9851,73100,Mediterranean and Western Asia,Greece,Subduction zone / Continental crust (>25 km),Eruption Dated,Rhyolite,Andesite / Basaltic Andesite,Dacite, , , , , , , 
284131,Minami-Hiyoshi,Stratovolcano,1975,Japan,23.5,141.935,-107,0,0,0,26,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,Eruption Observed,Trachyandesite / Basaltic Trachyandesite, , , , , , , , , 
355102,Miniques,Stratovolcano(es),Unknown,Chile,-23.82,-67.77,5910,3,39,505,5618,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
345030,Miravalles,Stratovolcano,1946,Costa Rica,10.748,-85.153,2028,79,7492,61875,757945,México and Central America,Costa Rica,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Rhyolite,Dacite,Basalt / Picro-Basalt, , , , , , 
354010,"Misti, El",Stratovolcano,1985,Peru,-16.294,-71.409,5822,82,1507,918280,1052408,South America,Peru,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , 
284040,Miyakejima,Stratovolcano,2010,Japan,34.094,139.526,775,1848,3189,3474,95663,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
357130,Mocho-Choshuenco,Stratovolcano(es),1937,Chile,-39.927,-72.027,2422,81,789,16633,401631,South America,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , 
290041,Moekeshiwan [Lvinaya Past],Stratovolcano,-7480,Japan - administered by Russia,44.608,146.994,528,0,206,588,5938,Kuril Islands,Kuril Islands,Subduction zone / Intermediate crust (15-25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , 
311111,Moffett,Stratovolcano,-1600,United States,51.944,-176.747,1196,0,0,0,0,Alaska,Aleutian Islands,Subduction zone / Intermediate crust (15-25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
352005,Mojanda,Stratovolcano(es),Unknown,Ecuador,0.13,-78.27,4263,173,15510,480382,3071030,South America,Ecuador,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , 
284094,Mokuyo Seamount,Stratovolcano,Unknown,Japan,28.327,140.572,-933,0,0,0,0,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,Unrest / Holocene,Andesite / Basaltic Andesite, , , , , , , , , 
344110,Mombacho,Stratovolcano,Unknown,Nicaragua,11.826,-85.968,1344,656,56671,621451,2709304,México and Central America,Nicaragua,Subduction zone / Continental crust (>25 km),Unrest / Holocene,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
344090,Momotombo,Stratovolcano,2016,Nicaragua,12.423,-86.539,1270,100,1851,98583,3569021,México and Central America,Nicaragua,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
382110,Monaco Bank,Fissure vent,1911,Portugal,37.6,-25.88,-197,0,0,70224,139971,Atlantic Ocean,Azores,Rift zone / Oceanic crust (< 15 km),Eruption Observed,No Data (checked), , , , , , , , , 
323110,Mono Lake Volcanic Field,Volcanic field,1790,United States,38,-119.03,2121,1066,1066,1491,65028,Canada and Western USA,USA (California),Rift zone / Continental crust (>25 km),Eruption Dated,Dacite,Rhyolite,Basalt / Picro-Basalt, , , , , , , 
323120,Mono-Inyo Craters,Lava dome(s),1380,United States,37.804,-119.029,2796,558,7393,9048,82160,Canada and Western USA,USA (California),Rift zone / Continental crust (>25 km),Eruption Dated,Rhyolite, , , , ,Dacite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , 
242050,Monowai,Stratovolcano,2014,New Zealand,-25.887,-177.188,-132,0,0,0,0,New Zealand to Fiji,Kermadec Islands,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , 
390081,Montagu Island,Shield,2007,United Kingdom,-58.445,-26.374,1370,0,0,0,0,Antarctica,Antarctica and South Sandwich Islands,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , 
390017,Morning,Shield,Unknown,Antarctica,-78.5,163.53,2723,0,0,0,0,Antarctica,Antarctica and South Sandwich Islands,Intraplate / Continental crust (>25 km),Evidence Uncertain,Phonolite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, ,Trachyte / Trachydacite, , , , 
268063,Moti,Stratovolcano,Unknown,Indonesia,0.454,127.411,927,3190,5051,89568,462393,Indonesia,Halmahera,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
257001,Motlav,Stratovolcano,Unknown,Vanuatu,-13.67,167.67,411,251,292,3768,7490,Melanesia and Australia,Vanuatu,Subduction zone / Intermediate crust (15-25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , 
333030,Moua Pihaa,Stratovolcano,1970,France,-18.325,-148.525,-312,0,0,0,17065,Hawaii and Pacific Ocean,Pacific Ocean (central),Intraplate / Oceanic crust (< 15 km),Eruption Dated,Trachybasalt / Tephrite Basanite, , , , , , , , , 
390829,Mount Haddington Volcanic Field,Shield,Unknown,Antarctica,-64.15,-57.75,1630,0,0,0,0,Antarctica,Antarctica and South Sandwich Islands,Intraplate / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,Andesite / Basaltic Andesite,Trachyte / Trachydacite, , , 
221123,Mousa Alli,Stratovolcano,Unknown,Ethiopia-Eritrea-Djibouti,12.469,42.404,1993,132,1148,11607,201977,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Intermediate crust (15-25 km),Evidence Credible,Rhyolite,Trachyte / Trachydacite,Basalt / Picro-Basalt, , , , , , , 
290100,Moyorodake [Medvezhia],Stratovolcano,1999,Japan - administered by Russia,45.389,148.838,1124,11,42,600,4333,Kuril Islands,Kuril Islands,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite, , , , , , 
342130,Moyuta,Stratovolcano,Unknown,Guatemala,14.03,-90.1,1662,3457,15469,394687,7064437,México and Central America,Guatemala,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , 
223060,Muhavura,Stratovolcano,Unknown,Uganda-Rwanda,-1.383,29.678,4103,10680,197162,1189226,10833809,Africa and Red Sea,Africa (central),Rift zone / Continental crust (>25 km),Evidence Credible,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , 
252021,Mundua,Complex,Unknown,Papua New Guinea,-4.624,149.339,171,489,501,6406,9419,Melanesia and Australia,New Britain,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , 
271070,Musuan,Lava dome,Unknown,Philippines,7.8765,125.0697,610,67591,134114,517243,6198562,Philippines and SE Asia,Mindanao,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
300060,Mutnovsky,Complex,2000,Russia,52.449,158.196,2288,0,0,97,250858,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt, , , , ,Andesite / Basaltic Andesite,Dacite, , , 
284070,Myojinsho,Caldera,1970,Japan,31.888,139.918,11,0,0,0,242,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Dacite,Andesite / Basaltic Andesite,Rhyolite, , , , , , , 
283100,Myokosan,Stratovolcano,-750,Japan,36.891,138.114,2454,1563,11033,561142,4118863,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , 
221101,Nabro,Stratovolcano,2012,Eritrea,13.37,41.7,2218,24,145,2713,26881,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Intermediate crust (15-25 km),Eruption Observed,Trachyte / Trachydacite,Rhyolite,Basalt / Picro-Basalt, , , , , , , 
245030,Nabukelevu,Lava dome(s),1660,Fiji,-19.1181,177.9815,791,269,1379,4523,21730,New Zealand to Fiji,Fiji Islands,Subduction zone / Crustal thickness unknown,Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
282040,Nakanoshima,Stratovolcano(es),1914,Japan,29.859,129.857,979,137,170,364,14037,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
222040,Namarunu,Shield,-6550,Kenya,1.98,36.43,817,47,537,7073,186674,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Trachyte / Trachydacite,Rhyolite, , , , , , , 
283141,Nantaisan,Stratovolcano,-9540,Japan,36.765,139.491,2486,781,12768,128931,11079746,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , 
341095,Naolinco Volcanic Field,Volcanic field,-1200,Mexico,19.67,-96.75,2000,108824,108824,739767,4184323,México and Central America,Mexico,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Trachybasalt / Tephrite Basanite, , ,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , , 
260001,Narcondum,Stratovolcano,Unknown,India,13.43,94.28,710,0,0,0,0,Indonesia,Andaman Islands,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
283200,Naruko,Caldera,837,Japan,38.729,140.734,470,54771,54771,210262,4417058,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Eruption Observed,Rhyolite,Dacite, , , , , , , , 
283150,Nasudake,Stratovolcano(es),1963,Japan,37.125,139.963,1915,639,5802,298717,5725203,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , 
320140,Nazko,Pyroclastic cone(s),-5220,Canada,52.928,-123.732,1238,4,8,674,25892,Canada and Western USA,Canada,Intraplate / Continental crust (>25 km),Eruption Dated,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , , , 
353050,"Negra, Sierra",Shield,2018,Ecuador,-0.83,-91.17,1124,408,408,983,9884,South America,Galapagos Islands,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , 
355108,"Negrillar, La",Pyroclastic cone(s),Unknown,Chile,-24.319,-68.59,4220,19,104,791,9301,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite, , , , , , , , , 
344070,"Negro, Cerro",Pyroclastic cone(s),1999,Nicaragua,12.506,-86.702,728,1690,10243,296320,3540933,México and Central America,Nicaragua,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , 
344092,Nejapa-Miraflores,Fissure vent(s),1060,Nicaragua,12.12,-86.32,360,295906,870837,1610426,3062823,México and Central America,Nicaragua,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , 
290320,Nemo Peak,Caldera,1938,Russia,49.57,154.808,1018,15,15,46,582,Kuril Islands,Kuril Islands,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , 
213020,Nemrut Dagi,Stratovolcano,1650,Turkiye,38.654,42.229,2948,608,7399,230531,1618263,Mediterranean and Western Asia,Turkey,Intraplate / Continental crust (>25 km),Eruption Observed,Rhyolite,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , 
355123,"Nevada, Sierra",Complex,Unknown,Chile-Argentina,-26.48,-68.58,6173,27,27,232,7638,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),Evidence Credible,No Data (checked), , , , , , , , , 
360040,Nevis Peak,Stratovolcano,Unknown,Saint Kitts and Nevis,17.15,-62.58,985,5363,9541,35673,132863,West Indies,West Indies,Subduction zone / Oceanic crust (< 15 km),Evidence Uncertain,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
322110,Newberry,Shield,690,United States,43.722,-121.229,2434,0,0,16437,180091,Canada and Western USA,USA (Oregon),Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt,Rhyolite, , , , , , 
259010,Newer Volcanics Province,Volcanic field,-2900,Australia,-37.77,142.5,1011,610361,610361,610361,610361,Melanesia and Australia,Australia,Intraplate / Continental crust (>25 km),Eruption Dated,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , ,Trachyte / Trachydacite,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , 
222164,Ngozi,Caldera,1450,Tanzania,-9.0036,33.552,2614,456466,456466,604376,2195623,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Eruption Dated,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , , , , , 
257081,Nguna-Emau,Stratovolcano(es),Unknown,Vanuatu,-17.4522,168.353,589,3327,6497,26614,61663,Melanesia and Australia,Vanuatu,Subduction zone / Intermediate crust (15-25 km),Evidence Credible,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Trachyte / Trachydacite, , , , , , , 
386011,Nightingale Island,Stratovolcano,2004,United Kingdom,-37.42,-12.48,365,0,0,27,258,Atlantic Ocean,Atlantic Ocean (southern),Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Phonolite, , , , , , 
283090,Niigata-Yakeyama,Lava dome,1998,Japan,36.921,138.036,2400,73,610,226866,3920252,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
284020,Niijima,Lava dome(s),886,Japan,34.397,139.27,432,3060,3349,6139,1347661,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Rhyolite, , , , ,Basalt / Picro-Basalt, , , , 
284132,Nikko,Stratovolcano,Unknown,Japan,23.078,142.326,-392,0,0,0,0,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,Unrest / Holocene,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
283140,Nikko-Shiranesan,Shield,1952,Japan,36.799,139.376,2578,513,2502,79844,9303980,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
265060,Nila,Stratovolcano,1968,Indonesia,-6.73,129.5,781,200,200,200,1382,Indonesia,Banda Sea,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , 
285031,Niseko,Stratovolcano(es),-4900,Japan,42.875,140.659,1308,778,9981,75171,2967982,"Japan, Taiwan, Marianas",Hokkaido,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , , , , , , 
284096,Nishinoshima,Caldera,2023,Japan,27.247,140.874,100,0,0,0,0,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
212050,Nisyros,Stratovolcano,1888,Greece,36.5888,27.1553,698,672,680,14285,461031,Mediterranean and Western Asia,Greece,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite / Basaltic Andesite,Rhyolite, , , , , , , 
243110,Niuafo'ou,Shield,1946,Tonga,-15.6,-175.63,260,118,155,155,155,New Zealand to Fiji,Tonga Islands,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , 
243140,Niuatahi,Caldera,Unknown,Tonga,-15.3675,-174.0028,-1270,0,0,0,0,New Zealand to Fiji,Tonga Islands,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene, , , , , , , , , , 
283060,Norikuradake,Stratovolcano(es),-50,Japan,36.106,137.554,3026,250,1616,109638,5057979,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
331031,North Gorda Ridge Segment,Fissure vent(s),1996,United States,42.67,-126.78,-3000,0,0,0,0,Hawaii and Pacific Ocean,Pacific Ocean (northern),Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , 
334040,Northern EPR at 10.7°N,Fissure vent(s),2003,Undersea Features,10.73,-103.58,-2900,0,0,0,0,Hawaii and Pacific Ocean,Pacific Ocean (eastern),Intraplate / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , 
334021,Northern EPR at 16°N,Fissure vent(s),-50,Mexico,15.83,-105.43,-2300,0,0,0,0,Hawaii and Pacific Ocean,Pacific Ocean (eastern),Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , 
334020,Northern EPR at 17°N,Fissure vent(s),-50,Mexico,16.55,-105.32,-2700,0,0,0,0,Hawaii and Pacific Ocean,Pacific Ocean (eastern),Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , 
334050,Northern EPR at 9.8°N,Fissure vent(s),2006,Undersea Features,9.83,-104.3,-2500,0,0,0,0,Hawaii and Pacific Ocean,Pacific Ocean (eastern),Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , 
221294,Northern Lake Abaya Volcanic Field,Volcanic field,Unknown,Ethiopia,6.76,37.97,1594,0,0,0,0,Africa and Red Sea,Africa (northeastern) and Red Sea,Intraplate / Continental crust (>25 km),Evidence Credible, , , , , , , , , , 
233012,Nosy-Be,Volcanic field,Unknown,Madagascar,-13.32,48.48,214,14015,14015,61656,396548,Middle East and Indian Ocean,Indian Ocean (western),Intraplate / Continental crust (>25 km),Evidence Credible,Foidite,Basalt / Picro-Basalt,Rhyolite, , , , , , , 
312180,Novarupta,Caldera,1912,United States,58.2655,-155.1588,841,0,0,0,667,Alaska,Alaska Peninsula,Subduction zone / Continental crust (>25 km),Eruption Observed,Rhyolite,Dacite, , , ,Andesite / Basaltic Andesite, , , , 
283151,Numazawa,Shield,-3400,Japan,37.444,139.566,835,990,4082,110303,4383246,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Rhyolite,Andesite / Basaltic Andesite, , , , , , , 
284136,NW Eifuku,Stratovolcano,Unknown,United States,21.485,144.043,-1535,0,0,0,0,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,Unrest / Holocene,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
284211,NW Rota-1,Stratovolcano,2010,United States,14.601,144.775,-517,0,0,0,5988,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
222056,Nyambeni Hills,Shield,Unknown,Kenya,0.23,37.87,750,13389,107199,768936,2781323,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Phonolite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Rhyolite, , , , , 
223020,Nyamulagira,Shield,2024,DR Congo,-1.408,29.2,3058,3751,27027,711356,8333476,Africa and Red Sea,Africa (central),Rift zone / Continental crust (>25 km),Eruption Observed,Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite, , , , , , , , 
223030,Nyiragongo,Stratovolcano,2023,DR Congo,-1.52,29.25,3470,2416,31145,1006436,9087529,Africa and Red Sea,Africa (central),Rift zone / Continental crust (>25 km),Eruption Observed,Foidite, , , , ,Basalt / Picro-Basalt, , , , 
300650,Nylgimelkin,Shield(s),-3550,Russia,57.97,160.65,1764,0,0,26,1792,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , 
290072,Odamoisan [Tebenkov],Stratovolcano,Unknown,Japan - administered by Russia,45.028,147.918,1208,0,0,0,0,Kuril Islands,Kuril Islands,Subduction zone / Intermediate crust (15-25 km),Evidence Uncertain, , , , , , , , , , 
371080,Oddnyjarhnjukur-Langjokull,Fissure vent(s),950,Iceland,64.85,-19.7,1100,0,0,5,11973,Iceland and Arctic Ocean,Iceland (southwestern),Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt,Rhyolite, , , , , , , , 
244010,Ofu-Olosega,Shield(s),1866,United States,-14.175,-169.618,639,220,384,1387,1387,New Zealand to Fiji,Samoan and Wallis Islands,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , 
355130,"Ojos del Salado, Nevados",Stratovolcano,750,Chile-Argentina,-27.109,-68.541,6879,0,11,572,10774,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite,Rhyolite, , , , , , , 
241050,Okataina,Lava dome(s),1981,New Zealand,-38.1569,176.5069,1111,18,579,79591,362413,New Zealand to Fiji,New Zealand,Subduction zone / Continental crust (>25 km),Eruption Observed,Rhyolite, , , , ,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , 
311290,Okmok,Shield,2008,United States,53.43,-168.13,1073,0,0,0,4,Alaska,Aleutian Islands,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite,Trachyte / Trachydacite,Rhyolite, , 
224030,Oku Volcanic Field,Volcanic field,Unknown,Cameroon,6.25,10.5,3011,131944,131944,399741,3698980,Africa and Red Sea,Africa (western),Intraplate / Continental crust (>25 km),Evidence Uncertain,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Rhyolite,Trachyte / Trachydacite, , , , , 
222055,Ol Kokwe,Shield,Unknown,Kenya,0.62,36.075,1130,151,8229,115689,2700016,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Trachyte / Trachydacite, , , , , , , , 
