Volcano Number,Eruption Number,Volcano Name,Area of Activity,VEI,Start Date,days,End Date,Eruption Category,Evidence Method (dating),Latitude,Longitude
284170,18519,Pagan,North Pagan,1,1992-04-13,0,1992-04-13,Confirmed Eruption,Observations: Reported,18.13,145.8
272020,16743,Kanlaon,,1,1992-01-08,0,1992-01-08,Confirmed Eruption,Observations: Reported,10.412,123.132
233010,14204,Karthala,Choungou-Chahalé (Choungou-Chamadji),2,1991-07-11,0,1991-07-11,Confirmed Eruption,Observations: Reported,-11.75,43.38
268060,16671,Gamalama,,1,1991-06-15,0,1991-06-15,Uncertain Eruption,,0.8,127.33
272020,16742,Kanlaon,,2,1991-02-14,0,1991-02-14,Confirmed Eruption,Observations: Reported,10.412,123.132
284080,18342,Sumisujima,,NA,1991-11-05,0,1991-11-05,Uncertain Eruption,,31.44,140.051
290380,18876,Ebeko,Northern crater,1,1991-01-16,0,1991-01-16,Confirmed Eruption,Observations: Reported,50.686,156.014
283110,17808,Asamayama,,2,1990-07-20,0,1990-07-20,Confirmed Eruption,Observations: Reported,36.406,138.523
311020,19667,Kiska,Upper NW? flank,2,1990-06-01,0,1990-06-01,Confirmed Eruption,Observations: Reported,52.103,177.602
355107,11843,Pular,,1,1990-04-24,0,1990-04-24,Uncertain Eruption,,-24.188,-68.054
312030,20150,Pavlof,,2,1990-03-05,0,1990-03-05,Confirmed Eruption,Observations: Reported,55.417,-161.894
355100,11866,Lascar,,1,1990-11-24,0,1990-11-24,Confirmed Eruption,Observations: Reported,-23.37,-67.73
284010,18244,Izu-Oshima,Mihara-yama (1987 summit crater),2,1990-10-04,0,1990-10-04,Confirmed Eruption,Observations: Reported,34.724,139.394
311320,20034,Akutan,,2,1990-01-26,0,1990-01-26,Confirmed Eruption,Observations: Reported,54.134,-165.986
284080,18341,Sumisujima,,NA,1989-07-18,0,1989-07-18,Uncertain Eruption,,31.44,140.051
267020,16534,Karangetang,,1,1989-07-16,0,1989-07-16,Confirmed Eruption,Observations: Reported,2.781,125.407
284110,18385,Kita-Ioto,Funka-Asane,NA,1989-07-16,0,1989-07-16,Uncertain Eruption,,25.424,141.284
283010,17379,Izu-Tobu,Teishi-kaikyu (4 km NE of Ito City),1,1989-07-13,0,1989-07-13,Confirmed Eruption,Observations: Reported,34.9,139.098
224010,14133,Cameroon,NE flank (2860 m),1,1989-05-29,0,1989-05-29,Confirmed Eruption,Observations: Reported,4.203,9.17
283120,17845,Kusatsu-Shiranesan,NW part of Yu-gama,1,1989-01-06,0,1989-01-06,Uncertain Eruption,,36.618,138.528
284080,18340,Sumisujima,,NA,1989-01-18,0,1989-01-18,Uncertain Eruption,,31.44,140.051
242050,14711,Monowai,,NA,1988-09-08,0,1988-09-08,Confirmed Eruption,Observations: Hydrophonic,-25.887,-177.188
300270,19584,Sheveluch,,2,1988-12-07,0,1988-12-07,Confirmed Eruption,Observations: Reported,56.653,161.36
282060,16996,Kikai,Iwo-dake,1,1988-01-18,0,1988-01-18,Confirmed Eruption,Observations: Reported,30.793,130.305
284170,18516,Pagan,North Pagan,1,1987-09-04,0,1987-09-04,Confirmed Eruption,Observations: Reported,18.13,145.8
284110,18384,Kita-Ioto,Funka-Asane,NA,1987-08-16,0,1987-08-16,Uncertain Eruption,,25.424,141.284
341040,10471,Colima,East side of summit lava dome,1,1987-07-02,0,1987-07-02,Confirmed Eruption,Observations: Reported,19.514,-103.62
345020,11103,Rincon de la Vieja,,1,1987-04-01,0,1987-04-01,Confirmed Eruption,Observations: Reported,10.83,-85.324
242030,14701,Raoul Island,NNE flank (7 km from Raoul Island),NA,1987-03-25,0,1987-03-25,Uncertain Eruption,,-29.27,-177.92
311310,19990,Makushin,,1,1987-03-02,0,1987-03-02,Confirmed Eruption,Observations: Reported,53.891,-166.923
312070,20169,Veniaminof,Western intracaldera cone,1,1987-03-19,0,1987-03-19,Confirmed Eruption,Observations: Reported,56.17,-159.38
312060,20155,Kupreanof,SSW flank (1575 m),1,1987-03-10,0,1987-03-10,Uncertain Eruption,Observations: Reported,56.011,-159.797
344040,10932,Telica,Vent in NE corner of crater,1,1987-11-16,0,1987-11-16,Confirmed Eruption,Observations: Reported,12.606,-86.84
264220,16325,Iliboleng,,2,1987-10-02,0,1987-10-02,Confirmed Eruption,Observations: Reported,-8.342,123.258
332000,20731,Kama'ehuakanaloa,,NA,1986-09-20,0,1986-09-20,Uncertain Eruption,,18.92,-155.27
263200,15788,Dieng Volcanic Complex,Sileri Crater,1,1986-08-06,0,1986-08-06,Confirmed Eruption,Observations: Reported,-7.2,109.879
284100,18376,Kaitoku Seamount,,NA,1986-06-18,0,1986-06-18,Uncertain Eruption,,26.127,141.102
242050,14710,Monowai,,NA,1986-06-16,0,1986-06-16,Confirmed Eruption,Observations: Hydrophonic,-25.887,-177.188
345020,11102,Rincon de la Vieja,,1,1986-12-31,0,1986-12-31,Confirmed Eruption,Observations: Reported,10.83,-85.324
284070,18329,Myojinsho,Myojinsho,NA,1986-10-24,0,1986-10-24,Uncertain Eruption,,31.888,139.918
357010,11898,Tupungatito,NW craters,1,1986-01-20,0,1986-01-20,Confirmed Eruption,Observations: Reported,-33.425,-69.797
264150,16272,Paluweh,Rokatenda (west side of lava dome),1,1985-02-03,0,1985-02-03,Confirmed Eruption,Observations: Reported,-8.32,121.708
284096,18364,Nishinoshima,,NA,1985-12-02,0,1985-12-02,Uncertain Eruption,,27.247,140.874
241100,14653,Ruapehu,,1,1985-11-15,0,1985-11-15,Confirmed Eruption,Observations: Reported,-39.28,175.57
263090,15684,Tangkuban Parahu,Kawah Baru,1,1985-11-15,0,1985-11-15,Uncertain Eruption,,-6.77,107.6
311240,19808,Cleveland,,1,1984-07-12,0,1984-07-12,Confirmed Eruption,Observations: Reported,52.825,-169.944
285070,18700,Akan,Me-Akan (Ponmachineshiri),1,1984-05-01,0,1984-05-01,Confirmed Eruption,Observations: Reported,43.384,144.013
284100,18375,Kaitoku Seamount,,NA,1984-12-23,0,1984-12-23,Uncertain Eruption,,26.127,141.102
261140,15474,Marapi,"Kepundan Tuo, Kepundan B",1,1984-11-15,0,1984-11-15,Confirmed Eruption,Observations: Reported,-0.38,100.474
282030,16938,Suwanosejima,O-take,2,1984-10-16,0,1984-10-16,Confirmed Eruption,Observations: Reported,29.638,129.714
311290,19849,Okmok,SW part of caldera (Cone A),2,1983-07-08,0,1983-07-08,Confirmed Eruption,Observations: Reported,53.43,-168.13
284110,18383,Kita-Ioto,Funka-Asane,NA,1983-07-16,0,1983-07-16,Uncertain Eruption,,25.424,141.284
283110,17807,Asamayama,,2,1983-04-08,0,1983-04-08,Confirmed Eruption,Observations: Reported,36.406,138.523
263310,16058,Tengger Caldera,Bromo,1,1983-12-21,0,1983-12-21,Confirmed Eruption,Observations: Reported,-7.942,112.95
284110,18382,Kita-Ioto,Funka-Asane,NA,1982-06-16,0,1982-06-16,Uncertain Eruption,,25.424,141.284
242050,14709,Monowai,,NA,1982-05-16,0,1982-05-16,Confirmed Eruption,Observations: Hydrophonic,-25.887,-177.188
283110,17805,Asamayama,,2,1982-04-26,0,1982-04-26,Confirmed Eruption,Observations: Reported,36.406,138.523
257020,15230,Gaua,Mt. Garat,2,1982-04-18,0,1982-04-18,Confirmed Eruption,Observations: Reported,-14.281,167.514
284096,18362,Nishinoshima,,NA,1982-04-16,0,1982-04-16,Uncertain Eruption,,27.247,140.874
290390,18889,Alaid,,2,1982-03-29,0,1982-03-29,Confirmed Eruption,Observations: Reported,50.861,155.565
261140,15471,Marapi,,1,1982-12-16,0,1982-12-16,Confirmed Eruption,Observations: Reported,-0.38,100.474
264220,16322,Iliboleng,,2,1982-11-17,0,1982-11-17,Confirmed Eruption,Observations: Reported,-8.342,123.258
283110,17806,Asamayama,,1,1982-10-02,0,1982-10-02,Confirmed Eruption,Observations: Reported,36.406,138.523
311070,19686,Gareloi,,3,1982-01-15,0,1982-01-15,Confirmed Eruption,Observations: Reported,51.79,-178.794
257020,15229,Gaua,Mt. Garat,1,1981-07-09,0,1981-07-09,Confirmed Eruption,Observations: Reported,-14.281,167.514
282110,17341,Asosan,Naka-dake,1,1981-06-15,0,1981-06-15,Confirmed Eruption,Observations: Reported,32.884,131.104
241050,14526,Okataina,Waimangu (Raupo Pond crater),1,1981-05-16,0,1981-05-16,Confirmed Eruption,Observations: Reported,-38.12,176.5
311290,19848,Okmok,SW part of caldera (Cone A),3,1981-03-24,0,1981-03-24,Confirmed Eruption,Observations: Reported,53.43,-168.13
285040,18633,Shikotsu,Tarumai,1,1981-02-27,0,1981-02-27,Confirmed Eruption,Observations: Reported,42.688,141.38
282050,16979,Kuchinoerabujima,NNE-SSW fissure on E side of Shindake,2,1980-09-28,0,1980-09-28,Confirmed Eruption,Observations: Reported,30.443,130.217
282110,17340,Asosan,Naka-dake,1,1980-09-24,0,1980-09-24,Confirmed Eruption,Observations: Reported,32.884,131.104
345040,11180,Poas,,1,1980-09-12,0,1980-09-12,Confirmed Eruption,Observations: Reported,10.2,-84.233
284120,18415,Ioto,Kitanohara,1,1980-03-13,0,1980-03-13,Confirmed Eruption,Observations: Reported,24.751,141.289
332010,10116,Kilauea,East rift zone (near Mauna Ulu),NA,1980-03-11,0,1980-03-11,Confirmed Eruption,Observations: Reported,19.421,-155.287
345040,11181,Poas,,1,1980-12-26,0,1980-12-26,Confirmed Eruption,Observations: Reported,10.2,-84.233
357091,11997,Callaqui,,1,1980-10-16,0,1980-10-16,Confirmed Eruption,Observations: Reported,-37.92,-71.45
242050,14708,Monowai,,NA,1980-01-16,0,1980-01-16,Confirmed Eruption,Observations: Hydrophonic,-25.887,-177.188
333060,10316,Macdonald,,NA,1979-09-30,0,1979-09-30,Confirmed Eruption,Observations: Hydrophonic,-28.98,-140.25
267020,16530,Karangetang,"NNW flank, 1300 m (Kawah Maralebule)",1,1979-05-31,0,1979-05-31,Confirmed Eruption,Observations: Reported,2.781,125.407
263200,15786,Dieng Volcanic Complex,Sinila and Sigluduk,1,1979-02-20,0,1979-02-20,Confirmed Eruption,Observations: Reported,-7.2,109.879
241050,14525,Okataina,"Waimangu (Raupo Pond, Inferno Crater)",1,1978-02-23,0,1978-02-23,Confirmed Eruption,Observations: Reported,-38.12,176.5
284120,18414,Ioto,West side (Asodai),1,1978-12-11,0,1978-12-11,Confirmed Eruption,Observations: Reported,24.751,141.289
313020,20288,Iliamna,,NA,1978-11-07,0,1978-11-07,Discredited Eruption,,60.032,-153.09
241080,14605,Tongariro,Ngauruhoe,1,1977-07-04,0,1977-07-04,Confirmed Eruption,Observations: Reported,-39.157,175.632
242050,14704,Monowai,,NA,1977-04-16,0,1977-04-16,Confirmed Eruption,Observations: Hydrophonic,-25.887,-177.188
257020,15227,Gaua,Mt. Garat,2,1977-04-13,0,1977-04-13,Confirmed Eruption,Observations: Reported,-14.281,167.514
283180,17937,Azumayama,Issaikyo (Oana),1,1977-12-07,0,1977-12-07,Confirmed Eruption,Observations: Reported,37.735,140.244
344020,10883,San Cristobal,,2,1977-10-16,0,1977-10-16,Confirmed Eruption,Observations: Reported,12.702,-87.004
284080,18339,Sumisujima,,NA,1977-10-16,0,1977-10-16,Uncertain Eruption,,31.44,140.051
360160,12464,Kick 'em Jenny,,NA,1977-01-14,0,1977-01-14,Confirmed Eruption,Observations: Hydrophonic,12.3,-61.64
223030,14101,Nyiragongo,"North, south, and west flanks",1,1977-01-10,0,1977-01-10,Confirmed Eruption,Observations: Reported,-1.52,29.25
344020,10882,San Cristobal,,1,1976-08-29,0,1976-08-29,Confirmed Eruption,Observations: Reported,12.702,-87.004
284080,18338,Sumisujima,,NA,1976-08-16,0,1976-08-16,Uncertain Eruption,,31.44,140.051
282050,16978,Kuchinoerabujima,Shindake,2,1976-04-02,0,1976-04-02,Confirmed Eruption,Observations: Reported,30.443,130.217
241100,14643,Ruapehu,,1,1976-03-06,0,1976-03-06,Confirmed Eruption,Observations: Reported,-39.28,175.57
264010,16203,Batur,,1,1976-03-26,0,1976-03-26,Uncertain Eruption,,-8.242,115.375
283120,17842,Kusatsu-Shiranesan,NE corner of Mizu-gama Crater,1,1976-03-02,0,1976-03-02,Confirmed Eruption,Observations: Reported,36.618,138.528
373080,12948,Krafla,1.5-2.5 km north of Leirhnjúkur,NA,1975-12-20,0,1975-12-20,Confirmed Eruption,Observations: Reported,65.715,-16.728
332010,10113,Kilauea,"Kilauea Caldera, Halemaumau",NA,1975-11-29,0,1975-11-29,Confirmed Eruption,Observations: Reported,19.421,-155.287
241100,14642,Ruapehu,,1,1975-10-17,0,1975-10-17,Confirmed Eruption,Observations: Reported,-39.28,175.57
284080,18336,Sumisujima,,NA,1974-07-06,0,1974-07-06,Uncertain Eruption,,31.44,140.051
283090,17546,Niigata-Yakeyama,WNW and NNE side of lava dome,2,1974-07-28,0,1974-07-28,Confirmed Eruption,Observations: Reported,36.921,138.036
282050,16977,Kuchinoerabujima,Shindake,1,1974-06-03,0,1974-06-03,Confirmed Eruption,Observations: Reported,30.443,130.217
263180,15257,Slamet,,2,1974-05-29,0,1974-05-29,Uncertain Eruption,,-7.242,109.208
332010,10112,Kilauea,"Southwest Rift Zone (1,095 m)",NA,1974-12-31,0,1974-12-31,Confirmed Eruption,Observations: Reported,19.421,-155.287
257060,15094,Epi,Epi A and Epi B,NA,1974-11-16,0,1974-11-16,Uncertain Eruption,,-16.68,168.37
251070,14974,Ritter Island,600-900 m W of Ritter Island,1,1974-10-17,0,1974-10-17,Confirmed Eruption,Observations: Reported,-5.519,148.115
261140,15467,Marapi,Verbeek Crater,2,1973-07-24,0,1973-07-24,Confirmed Eruption,Observations: Reported,-0.38,100.474
244000,14801,Vailulu'u,,NA,1973-07-10,0,1973-07-10,Confirmed Eruption,Observations: Hydrophonic,-14.215,-169.058
241050,14524,Okataina,Waimangu (Echo Crater),1,1973-02-22,0,1973-02-22,Confirmed Eruption,Observations: Reported,-38.12,176.5
290070,18752,Etorofu-Yakeyama [Grozny Group],Ivan Grozny,1,1973-01-16,0,1973-01-16,Confirmed Eruption,Observations: Reported,45.012,147.871
390030,13196,Deception Island,,NA,1972-09-29,0,1972-09-29,Uncertain Eruption,,-63.001,-60.652
282050,16975,Kuchinoerabujima,Shindake,2,1972-09-02,0,1972-09-02,Confirmed Eruption,Observations: Reported,30.443,130.217
358020,12263,Calbuco,,2,1972-08-26,0,1972-08-26,Confirmed Eruption,Observations: Reported,-41.33,-72.618
360160,12462,Kick 'em Jenny,,NA,1972-07-05,0,1972-07-05,Confirmed Eruption,Observations: Hydrophonic,12.3,-61.64
251070,14973,Ritter Island,West of Ritter Island,1,1972-10-09,0,1972-10-09,Confirmed Eruption,Observations: Reported,-5.519,148.115
284130,17596,Fukutoku-Oka-no-Ba,,NA,1972-10-01,0,1972-10-01,Uncertain Eruption,,24.285,141.481
263340,16139,Raung,,1,1971-09-14,0,1971-09-14,Confirmed Eruption,Observations: Reported,-8.119,114.056
282090,17160,Kirishimayama,"North foot, near Tearai hot springs",1,1971-08-05,0,1971-08-05,Confirmed Eruption,Observations: Reported,31.934,130.862
312110,20198,Chiginagak,,2,1971-07-16,0,1971-07-16,Confirmed Eruption,Observations: Reported,57.135,-156.99
264110,16260,Iya,,1,1971-06-16,0,1971-06-16,Uncertain Eruption,,-8.891,121.641
261170,15520,Kerinci,,1,1971-06-16,0,1971-06-16,Uncertain Eruption,,-1.697,101.264
266030,16426,Soputan,,1,1971-05-19,0,1971-05-19,Confirmed Eruption,Observations: Reported,1.112,124.737
284010,18240,Izu-Oshima,Mihara-yama,1,1971-04-05,0,1971-04-05,Confirmed Eruption,Observations: Reported,34.724,139.394
257070,15344,Kuwae,Karua,2,1971-02-22,0,1971-02-22,Confirmed Eruption,Observations: Reported,-16.829,168.536
243030,14743,Unnamed,,NA,1970-01-03,0,1970-01-03,Uncertain Eruption,Observations: Reported,-20.852,-175.55
252010,14994,Langila,Crater 2 or 3,2,1969-09-29,0,1969-09-29,Confirmed Eruption,Observations: Reported,-5.525,148.42
290380,18872,Ebeko,Northern crater,1,1969-02-16,0,1969-02-16,Confirmed Eruption,Observations: Reported,50.686,156.014
284120,18411,Ioto,,1,1969-12-01,0,1969-12-01,Confirmed Eruption,Observations: Reported,24.751,141.289
255020,15136,Bagana,,2,1968-08-16,0,1968-08-16,Confirmed Eruption,Observations: Reported,-6.137,155.196
284110,18381,Kita-Ioto,Funka-Asane,NA,1968-08-16,0,1968-08-16,Uncertain Eruption,,25.424,141.284
300260,19454,Klyuchevskoy,,3,1968-07-03,0,1968-07-03,Confirmed Eruption,Observations: Reported,56.056,160.642
284010,18236,Izu-Oshima,Mihara-yama,1,1968-07-28,0,1968-07-28,Confirmed Eruption,Observations: Reported,34.724,139.394
282020,16920,Io-Torishima,,1,1968-07-18,0,1968-07-18,Confirmed Eruption,Observations: Reported,27.881,128.223
284130,17594,Fukutoku-Oka-no-Ba,,NA,1968-02-09,0,1968-02-09,Uncertain Eruption,,24.285,141.481
290070,18750,Etorofu-Yakeyama [Grozny Group],Ivan Grozny,1,1968-02-16,0,1968-02-16,Confirmed Eruption,Observations: Reported,45.012,147.871
261140,15465,Marapi,Craters B and C,1,1968-12-16,0,1968-12-16,Uncertain Eruption,,-0.38,100.474
312160,20092,Trident,SW flank,3,1968-11-13,0,1968-11-13,Confirmed Eruption,Observations: Reported,58.236,-155.1
284010,18235,Izu-Oshima,Mihara-yama,1,1968-01-19,0,1968-01-19,Confirmed Eruption,Observations: Reported,34.724,139.394
261160,15491,Talang,NE flank,1,1968-01-14,0,1968-01-14,Confirmed Eruption,Observations: Reported,-0.979,100.681
263090,15681,Tangkuban Parahu,Kawah Ecoma,1,1967-07-16,0,1967-07-16,Confirmed Eruption,Observations: Reported,-6.77,107.6
284130,17593,Fukutoku-Oka-no-Ba,,NA,1967-07-01,0,1967-07-01,Uncertain Eruption,,24.285,141.481
333060,10314,Macdonald,,NA,1967-05-29,0,1967-05-29,Confirmed Eruption,Observations: Hydrophonic,-28.98,-140.25
263280,15423,Kelud,,1,1967-02-18,0,1967-02-18,Confirmed Eruption,Observations: Reported,-7.935,112.314
284120,18409,Ioto,West side (Asodai),1,1967-12-23,0,1967-12-23,Confirmed Eruption,Observations: Reported,24.751,141.289
263280,15424,Kelud,Crater floor at foot of Kelut Peak,1,1967-12-11,0,1967-12-11,Confirmed Eruption,Observations: Reported,-7.935,112.314
300130,19183,Karymsky,,1,1967-11-16,0,1967-11-16,Confirmed Eruption,Observations: Reported,54.049,159.443
261160,15490,Talang,NE flank (200 m below summit),1,1967-10-10,0,1967-10-10,Confirmed Eruption,Observations: Reported,-0.979,100.681
344040,10926,Telica,,1,1966-06-16,0,1966-06-16,Confirmed Eruption,Observations: Reported,12.606,-86.84
285070,18699,Akan,Me-Akan (Nakamachineshiri),1,1966-06-15,0,1966-06-15,Confirmed Eruption,Observations: Reported,43.384,144.013
282050,16973,Kuchinoerabujima,Shindake,2,1966-11-22,0,1966-11-22,Confirmed Eruption,Observations: Reported,30.443,130.217
290380,18870,Ebeko,Middle Crater,1,1965-08-16,0,1965-08-16,Confirmed Eruption,Observations: Reported,50.686,156.014
233010,14201,Karthala,Between Changomeni & Chahalé Craters,2,1965-07-12,0,1965-07-12,Confirmed Eruption,Observations: Reported,-11.75,43.38
266100,16450,Lokon-Empung,Tompaluan,1,1965-07-10,0,1965-07-10,Confirmed Eruption,Observations: Reported,1.358,124.792
283110,17803,Asamayama,,2,1965-05-23,0,1965-05-23,Confirmed Eruption,Observations: Reported,36.406,138.523
285070,18698,Akan,Me-Akan (Nakamachineshiri),1,1965-05-15,0,1965-05-15,Confirmed Eruption,Observations: Reported,43.384,144.013
290240,18815,Sarychev Peak,,2,1965-12-09,0,1965-12-09,Confirmed Eruption,Observations: Reported,48.092,153.2
264270,16363,Sirung,,1,1965-11-02,0,1965-11-02,Confirmed Eruption,Observations: Reported,-8.508,124.13
360160,12460,Kick 'em Jenny,,NA,1965-10-24,0,1965-10-24,Confirmed Eruption,Observations: Hydrophonic,12.3,-61.64
263090,15680,Tangkuban Parahu,,1,1965-10-16,0,1965-10-16,Confirmed Eruption,Observations: Reported,-6.77,107.6
261170,15515,Kerinci,,2,1964-07-08,0,1964-07-08,Confirmed Eruption,Observations: Reported,-1.697,101.264
282110,17332,Asosan,Naka-dake,1,1964-05-14,0,1964-05-14,Confirmed Eruption,Observations: Reported,32.884,131.104
265060,16381,Nila,,1,1964-03-16,0,1964-03-16,Confirmed Eruption,Observations: Reported,-6.73,129.5
382030,12997,Sao Jorge,Submarine off SW coast,NA,1964-02-18,0,1964-02-18,Uncertain Eruption,,38.65,-28.08
261230,15570,Dempo,,2,1964-02-14,0,1964-02-14,Confirmed Eruption,Observations: Reported,-4.016,103.121
263200,15785,Dieng Volcanic Complex,Sileri Crater,1,1964-12-13,0,1964-12-13,Confirmed Eruption,Observations: Reported,-7.2,109.879
300270,19579,Sheveluch,Molodoy Sheveluch summit domes,4,1964-11-12,0,1964-11-12,Confirmed Eruption,Observations: Reported,56.653,161.36
257050,15305,Lopevi,NW flank,NA,1962-07-16,0,1962-07-16,Confirmed Eruption,Observations: Reported,-16.507,168.346
312160,20230,Trident,SW flank,3,1962-06-09,0,1962-06-09,Confirmed Eruption,Observations: Reported,58.236,-155.1
344120,11062,Concepcion,,2,1962-06-16,0,1962-06-16,Confirmed Eruption,Observations: Reported,11.538,-85.622
285070,18696,Akan,Me-Akan (Nakamachineshiri),1,1962-04-28,0,1962-04-28,Confirmed Eruption,Observations: Reported,43.384,144.013
283090,17543,Niigata-Yakeyama,,1,1962-03-14,0,1962-03-14,Confirmed Eruption,Observations: Reported,36.921,138.036
